"cor_sim","cor_lme","cor_stan","cor_mean","cor_q05","cor_q95"
0.737354396710858,0.690401402751349,0.750644080732105,0.712324048,0.6550112,0.76356025
0.726237774144988,0.710123879807209,0.776309378918832,0.740088755,0.68794835,0.7868865
0.692704432277821,0.628827050811672,0.700545994318226,0.6638612465,0.59806485,0.7220015
0.740690209674821,0.712462759510744,0.780247088330291,0.744818736,0.6924121,0.7928289
0.624695654574668,0.590869930294201,0.654733575452402,0.616356455,0.5485072,0.6796304
0.674498992345888,0.658803741338994,0.730476900360315,0.6914584145,0.6315321,0.74629965
0.655741515685849,0.647370454808594,0.712873035857473,0.675877422,0.61460425,0.7305857
0.680735830578415,0.604764886654931,0.691733812393293,0.6539944975,0.58693655,0.71449965
0.652974879518286,0.627151364667422,0.697911389102839,0.658492961,0.59503765,0.71660235
0.678073605101998,0.616377355592492,0.678805443787153,0.642597912,0.5792172,0.70276195
0.692896639617595,0.656629103639187,0.733996393292199,0.6939748165,0.6336271,0.7474818
0.673699112150144,0.635571986621845,0.705208602700687,0.669616725,0.60836075,0.7248732
0.702603204589609,0.630764220872737,0.723117632671067,0.6831538175,0.6191369,0.74105385
0.700345514812361,0.672291951224417,0.745777850844101,0.709690545,0.65204715,0.7610873
0.644990326761908,0.591287268878672,0.675793223641266,0.6395429335,0.56915315,0.7009118
0.708185610540673,0.677969485748621,0.756052998952773,0.7189649685,0.66214765,0.77196585
0.719618293026708,0.675190700699254,0.753262744883895,0.712518823,0.65365835,0.7648103
0.694392021592876,0.641634162828836,0.72687867506374,0.68897218,0.62799415,0.7454576
0.668539134766653,0.602350456438652,0.687533532367974,0.647419396,0.58290885,0.7088507
0.697709582064673,0.676837860892756,0.747403247457188,0.708939655,0.6502874,0.7629857
0.738799653508227,0.70883692026878,0.762492435808802,0.729558581,0.67938695,0.77768295
0.685425916121523,0.675602213093253,0.733286894039488,0.6949451065,0.63613585,0.74686825
0.721216935524432,0.671915023648444,0.744265919607359,0.7060405025,0.6507028,0.75886775
0.641533914716533,0.615468034229968,0.675010496508683,0.636093941,0.56898895,0.70135155
0.690426525925564,0.661987361709275,0.721020399439268,0.6840359675,0.6243839,0.73906665
0.692436508969239,0.668946147056998,0.752383309116975,0.7131533365,0.6534071,0.7654612
0.744267899452961,0.714782318495876,0.774534395668201,0.738533271,0.6863618,0.7854388
0.705506095751153,0.636855481237422,0.714571048818791,0.67826947,0.6165378,0.7339672
0.658290897674779,0.626848365418594,0.699198313694909,0.66077672,0.5966028,0.71991845
0.715427589481833,0.661652081867718,0.737017303373933,0.698252954,0.6379605,0.75216015
0.723989009386081,0.669715052740216,0.757122407732531,0.7202629485,0.6631478,0.77133435
0.668651947748226,0.637654987419312,0.699009870106893,0.6624947285,0.59915685,0.71985155
0.6952633100333,0.6400385933039,0.714521704689593,0.673395813,0.61209215,0.7294824
0.714441585197714,0.68875175351234,0.748382709658089,0.709104473,0.6537181,0.75984615
0.742676953036328,0.698649458189701,0.785325473299641,0.748732741,0.69801405,0.7945288
0.687765491214831,0.675178273141269,0.738202299934437,0.7014695635,0.64435415,0.7543313
0.655928460075697,0.621617003476191,0.690820573521492,0.6539484745,0.5914074,0.7113575
0.648354063874964,0.621692444946132,0.672584212726503,0.640171037,0.57538245,0.7005581
0.717492680128645,0.675092004619982,0.750442247061397,0.71333843,0.6575338,0.7667723
0.663609671460353,0.616912394781536,0.688524684444308,0.648915917,0.58485815,0.70762785
0.716359416502548,0.66972272434884,0.743805031053508,0.7091958145,0.6510864,0.76085345
0.693663005185894,0.678192653646063,0.74218494029802,0.70700482,0.65110045,0.75826405
0.72703128999544,0.711256945673115,0.780420046542787,0.741489157,0.689201,0.7895553
0.714608160190256,0.644295404345685,0.718921016328515,0.681344288,0.6203557,0.7356375
0.674967917906728,0.645345488128543,0.725778644199393,0.6876581895,0.62774005,0.74348115
0.738041492159167,0.716300152507586,0.776662705375069,0.741030032,0.6886744,0.78950885
0.704668096400789,0.636467834993237,0.726745532336715,0.6887018325,0.6252605,0.7448586
0.65945444342242,0.596342004437582,0.698786642002393,0.6594804875,0.59147395,0.71958825
0.685190070821695,0.643272997103153,0.724078386121984,0.68356671,0.6195308,0.7399182
0.687881609752917,0.62535794169377,0.726116011709516,0.6844153185,0.6230044,0.74148655
